date,latitude,longitude,nummosquitos,wnvpresent,culex_erraticus,culex_pipiens,culex_pipiens/restuans,culex_restuans,culex_salinarius,culex_tarsalis,culex_territans,year,week,spray,spray_distance,ten_day_avg_percip,ten_day_avg_temp,ten_day_avg_dewpoint,ten_day_avg_pressure,ten_day_avg_windspeed
2007-06-05,41.720848,-87.666014,2,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.731922,-87.677512,1,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.731922,-87.677512,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.731922,-87.677512,1,0,0,1,0,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.999128999999996,-87.795585,2,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.999128999999996,-87.795585,9,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.907645,-87.760886,3,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.732984,-87.649642,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.981964000000005,-87.812827,2,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.944869,-87.832763,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,42.011601,-87.81150600000001,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.94983,-87.69845699999999,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.979243,-87.750938,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.986921,-87.689778,2,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.801497999999995,-87.763416,1,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.906638,-87.701431,3,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.723195000000004,-87.64997,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.868077,-87.666901,1,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.868077,-87.666901,7,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.869215999999994,-87.627561,1,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.662014,-87.72460799999999,2,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.662014,-87.72460799999999,4,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.662014,-87.72460799999999,1,0,0,1,0,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.961743,-87.76007,1,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.961743,-87.76007,2,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.953067,-87.776792,1,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.953067,-87.776792,3,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.878114000000004,-87.629798,3,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.958271,-87.702575,1,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.958271,-87.702575,2,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.932094,-87.700117,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.994469,-87.667736,1,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,42.006858,-87.675919,2,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.916265,-87.800515,1,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.916265,-87.800515,10,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.846075,-87.716277,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.918704999999996,-87.752329,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.682587,-87.707973,3,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.682587,-87.707973,8,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.725516999999996,-87.61425799999999,1,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.948167,-87.730698,2,0,0,0,1,0,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.948167,-87.730698,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-05,41.963976,-87.69181,1,0,0,0,0,1,0,0,0,2007,23,0.0,0.0,4.085,69.05000000000001,58.8,29.031,7.775
2007-06-26,41.95469,-87.800991,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.95469,-87.800991,4,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.95469,-87.800991,1,0,0,0,0,0,1,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.994991,-87.769279,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.994991,-87.769279,4,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.974089,-87.824812,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.9216,-87.666455,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.9216,-87.666455,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.891118,-87.65449100000001,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.891118,-87.65449100000001,6,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.867108,-87.654224,2,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.896282,-87.655232,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.919343,-87.694259,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.688324,-87.676709,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.688324,-87.676709,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.688324,-87.676709,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.731922,-87.677512,5,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.891126,-87.61156,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.891126,-87.61156,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.999128999999996,-87.795585,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.999128999999996,-87.795585,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,42.01743,-87.68776899999999,2,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,42.01743,-87.68776899999999,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.944869,-87.832763,2,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.944869,-87.832763,4,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,42.011601,-87.81150600000001,2,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,42.011601,-87.81150600000001,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.94983,-87.69845699999999,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.979243,-87.750938,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.986921,-87.689778,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.986921,-87.689778,9,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.906638,-87.701431,2,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.906638,-87.701431,3,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.868077,-87.666901,10,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.868077,-87.666901,19,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.868077,-87.666901,1,0,0,1,0,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.662014,-87.72460799999999,20,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.662014,-87.72460799999999,25,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.662014,-87.72460799999999,6,0,0,1,0,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.961743,-87.76007,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.961743,-87.76007,3,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.953067,-87.776792,4,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.878114000000004,-87.629798,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.958271,-87.702575,6,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.932094,-87.700117,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,42.006858,-87.675919,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.916265,-87.800515,3,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.916265,-87.800515,6,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.682587,-87.707973,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.682587,-87.707973,4,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.963976,-87.69181,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.953705,-87.733974,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.964242,-87.757639,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.990284,-87.797127,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.990284,-87.797127,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,42.008314,-87.77792099999999,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.991429,-87.747113,2,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.843810999999995,-87.686763,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.921177,-87.79518,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.852652,-87.719887,5,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.852652,-87.719887,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.857402,-87.694991,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.868142,-87.696269,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.868142,-87.696269,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.846283,-87.656913,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.721474,-87.648064,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.869107,-87.69629300000001,1,0,0,1,0,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.719059,-87.675088,3,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.719059,-87.675088,5,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-26,41.966986999999996,-87.674677,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,2.5300000000000002,72.05,60.3,29.345999999999997,7.654999999999999
2007-06-29,41.95469,-87.800991,2,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.974089,-87.824812,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.974089,-87.824812,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.891118,-87.65449100000001,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.921965,-87.632085,3,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.688324,-87.676709,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.688324,-87.676709,1,0,0,1,0,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.862292,-87.64886,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.731922,-87.677512,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.999128999999996,-87.795585,3,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,42.01743,-87.68776899999999,2,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,42.01743,-87.68776899999999,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.907645,-87.760886,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,42.011601,-87.81150600000001,2,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.986921,-87.689778,2,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.986921,-87.689778,1,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.801497999999995,-87.763416,1,0,0,1,0,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.723195000000004,-87.64997,2,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.868077,-87.666901,1,0,0,0,1,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.868077,-87.666901,6,0,0,0,0,1,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
2007-06-29,41.868077,-87.666901,3,0,0,1,0,0,0,0,0,2007,26,0.0,0.0,3.0300000000000002,74.1,63.5,29.396,8.64
